station_number,latitude,longitude,county,locality,address,institution
345,46.09336099999999,22.29626300000003,JUDEŢUL ARAD,TROAŞ,"UAT: SĂVÂRŞIN, Localitate: TROAŞ, Artera: Strada Strada 1, Nr: 65 Etaj: Parter  Rampa: Da",Căminul Cultural Troaș
80,45.16417200003705,26.786974407182527,JUDEŢUL BUZĂU,BUZĂU,"UAT: MUNICIPIUL BUZĂU, Localitate: BUZĂU, Artera: Strada Transilvaniei, Nr: 313 Etaj: Parter  Rampa: Da",ȘCOALA GIMNAZIALA ”MIHAI L KOGĂLNICEANU”
451,45.984357256496715,25.26675002694097,JUDEŢUL BRAŞOV,UNGRA,"UAT: UNGRA, Localitate: UNGRA, Nr: 177 Etaj: Parter  Rampa: Da",Şcoala Generală Ungra
406,46.0191516,25.37871874999996,JUDEŢUL BRAŞOV,MATEIAŞ,"UAT: RACOŞ, Localitate: MATEIAŞ, Nr: 220 Etaj: Parter  Rampa: Da",Școala Primară ”Ioan Iosif” Mateiaș
19,45.88104370908444,22.90998689650943,JUDEŢUL HUNEDOARA,DEVA,"UAT: MUNICIPIUL DEVA, Localitate: DEVA, Artera: Strada Mihai Viteazu, Nr: 10 Etaj: Parter  Rampa: Nu",Direcţia Silvică Deva
224,47.299346001097845,22.445378412124185,JUDEŢUL BIHOR,SATU BARBĂ,"UAT: ABRAM, Localitate: SATU BARBĂ, Nr: 74 Etaj: Parter  Rampa: Da",CĂMIN CULTURAL
119,46.045003937411344,26.30168174805302,JUDEŢUL COVASNA,BREŢCU,"UAT: BREŢCU, Localitate: BREŢCU, Nr: 212 Etaj: Parter  Rampa: Da",CENTRUL CULTURAL BREŢCU
148,46.439862601260025,25.83766160987322,JUDEŢUL HARGHITA,NICOLEŞTI,"UAT: FRUMOASA, Localitate: NICOLEŞTI, Nr: 156 Etaj: Parter  Rampa: Da",Școala primară
86,46.16626039873525,21.29998843422012,JUDEŢUL ARAD,ARAD,"UAT: MUNICIPIUL ARAD, Localitate: ARAD, Artera: Strada Conduraşilor, Nr: 13 Etaj: Parter  Rampa: Da",Grădinița cu Program Prelungit „Elefănţelul Alfa” Arad
563,46.98162674959791,21.70765069692553,JUDEŢUL BIHOR,ROIT,"UAT: SÂNNICOLAU ROMÂN, Localitate: ROIT, Nr: 93 Etaj: Parter  Rampa: Da",GRADINITA
449,45.80414617395668,24.689588005787684,JUDEŢUL BRAŞOV,FELDIOARA,"UAT: UCEA, Localitate: FELDIOARA, Nr: 23 Etaj: Parter  Rampa: Da",Caminul Cultural Feldioara
228,45.35097773,26.474524599999956,JUDEŢUL BUZĂU,BĂLĂNEŞTI,"UAT: COZIENI, Localitate: BĂLĂNEŞTI, Nr: 162 A Etaj: Parter  Rampa: Da",Şcoala Primară sat Bălănești
286,44.33515303775928,28.037532579053014,JUDEŢUL CONSTANŢA,CERNAVODĂ,"UAT: ORAŞ CERNAVODĂ, Localitate: CERNAVODĂ, Artera: Strada Cazărmii, Nr: 6 Etaj: Parter  Rampa: Da",Şcoala Gimnazială Mircea Eliade
21,45.02616595361289,23.274401772205675,JUDEŢUL GORJ,TÂRGU JIU,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Mioriţei, Nr: 4 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ POMPILIU MARCEA
67,47.794313551948406,22.866316835989412,JUDEŢUL SATU MARE,SATU MARE,"UAT: MUNICIPIUL SATU MARE, Localitate: SATU MARE, Artera: Strada Ana Ipătescu, Nr: 8 Etaj: Parter  Rampa: Da",ȘCOALA GIMNAZIALĂ ” RÁKÓCZI FERENC ”
476,46.95354827415706,27.55117840141361,JUDEŢUL IAŞI,VALEA SATULUI,"UAT: GRAJDURI, Localitate: VALEA SATULUI Etaj: Parter  Rampa: Da",SCOALA PRIMARA VALEA SATULUI
441,47.42766700809521,26.371838918592935,JUDEŢUL SUCEAVA,LEUCUŞEŞTI,"UAT: PREUTEŞTI, Localitate: LEUCUŞEŞTI Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ LEUCUŞEŞTI
81,45.093182812064086,24.37616766177271,JUDEŢUL VÂLCEA,RÂMNICU VÂLCEA,"UAT: MUNICIPIUL RÂMNICU VÂLCEA, Localitate: RÂMNICU VÂLCEA, Artera: Strada Nichita Stănescu (Strada Topazului), Nr: 1 Etaj: Etaj 1  Rampa: Nu",Şcoala gimnazială nr. 13
682,44.41425415756202,26.111371969872827,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 4,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Viorele, Nr: 7 Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr. 97
127,45.92027590080373,26.098335709199528,JUDEŢUL COVASNA,MĂRTINENI,"UAT: CATALINA, Localitate: MĂRTINENI, Artera: Strada Bisericii, Nr: 49 Etaj: Parter  Rampa: Da",CASA COMUNALA MĂRTINENI
187,44.463440693546715,26.124516622166624,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 2,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 2, Artera: Bulevardul Lacul Tei, Nr: 124 Etaj: Etaj 1  Rampa: Da",UNIVERSITATEA TEHNICĂ DE CONSTRUCŢII BUCUREŞTI
1100,44.42462196061768,26.0288431823754,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Aleea Poiana Muntelui, Nr: 1 Etaj: Parter  Rampa: Da",LICEUL TEHNOLOGIC ”ANTIM IVIREANU”
147,44.31567610731252,26.185387801613388,JUDEŢUL ILFOV,BERCENI,"UAT: BERCENI, Localitate: BERCENI, Artera: Bulevardul 1 Mai, Nr: 161 Etaj: Parter  Rampa: Da",Scoala primara nr. 2
3,45.63762659476201,25.58029637314927,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Constantin Brâncoveanu, Nr: Nr. 33 Etaj: Parter  Rampa: Da",GRĂDINIŢA CU PROGRAM PRELUNGIT Nr. 2
44,46.7680583606277,23.550920829027127,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Fântânele (Strada Fîntînele), Nr: 30 Etaj: Parter  Rampa: Da",Institutul de Cercetari în Chimie ”Raluca Ripan”
532,47.18489336336911,27.139753952077484,JUDEŢUL IAŞI,LUNGANI,"UAT: LUNGANI, Localitate: LUNGANI Etaj: Parter  Rampa: Da",LICEUL TEHNOLOGIC LUNGANI
100,46.16390030147998,21.321333611808225,JUDEŢUL ARAD,ARAD,"UAT: MUNICIPIUL ARAD, Localitate: ARAD, Artera: Strada Patria, Nr: 2-6 Etaj: Parter  Rampa: Da",Grădinița cu Program Prelungit nr. 14 Arad
128,45.949641,26.03284200000004,JUDEŢUL COVASNA,CERNAT,"UAT: CERNAT, Localitate: CERNAT, Artera: Strada Kandia, Nr: 149 Etaj: Parter  Rampa: Da",CASA MULTIFUNCȚIONALĂ ”CONACUL FARKAS”
72,45.092127701707746,24.37358320959861,JUDEŢUL VÂLCEA,RÂMNICU VÂLCEA,"UAT: MUNICIPIUL RÂMNICU VÂLCEA, Localitate: RÂMNICU VÂLCEA, Artera: Strada Lucian Blaga (Strada Rubinului), Nr: 3 Etaj: Parter  Rampa: Da",Şcoala gimnazială ”Anton Pann”
452,45.971063100508424,25.162617210509683,JUDEŢUL BRAŞOV,DĂIŞOARA,"UAT: UNGRA, Localitate: DĂIŞOARA, Nr: 120 Etaj: Parter  Rampa: Da",Grădiniţa Dăişoara
379,46.35086741168068,26.74413570511852,JUDEŢUL BACĂU,HELEGIU,"UAT: HELEGIU, Localitate: HELEGIU, Artera: Strada Preot Constantin Badiu, Nr: 45 Etaj: Parter  Rampa: Da",Şcoala Gimnazială Helegiu
282,44.33911531290691,28.040691064575135,JUDEŢUL CONSTANŢA,CERNAVODĂ,"UAT: ORAŞ CERNAVODĂ, Localitate: CERNAVODĂ, Artera: Strada Tudor Vladimirescu, Nr: 12 Etaj: Parter  Rampa: Da",Grădiniţa cu program prelungit nr. 4
6,45.03148397855488,23.268936157014082,JUDEŢUL GORJ,TÂRGU JIU,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Victoriei (Cartierul Centru-Victoriei), Nr: 134 Etaj: Parter  Rampa: Da",COLEGIUL TEHNIC NR.2
111,47.88253400065198,23.384442011454954,JUDEŢUL SATU MARE,TUR,"UAT: ORAŞ NEGREŞTI-OAŞ, Localitate: TUR, Nr: 232 Etaj: Parter  Rampa: Da",Cladire Dispensar Tur
242,44.88153844420984,26.692965141370806,JUDEŢUL BUZĂU,CĂLDĂRUŞEANCA,"UAT: GLODEANU SĂRAT, Localitate: CĂLDĂRUŞEANCA Etaj: Parter  Rampa: Da",Grădinița cu program normal
484,47.291166716320774,25.36842172180183,JUDEŢUL SUCEAVA,ŞARU DORNEI,"UAT: ŞARU DORNEI, Localitate: ŞARU DORNEI Etaj: Parter  Rampa: Da",Scoala cu clasele I-VIII Saru Dornei
677,44.40627737586187,26.09474059843188,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 4,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Calea Şerban Vodă, Nr: 280 Etaj: Parter  Rampa: Da",Colegiul Tehnic Grigore Cerchez
529,44.408255333842504,26.174841038493707,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 3,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 3, Artera: Strada Prevederii, Nr: 19 Etaj: Parter  Rampa: Nu e cazul",ŞCOALA GIMNAZIALĂ Nr.20;
1104,44.4200547363153,26.02411404917286,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Paşcani, Nr: 6 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR.169 CORPII
256,44.44203809568137,26.155519157979594,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 2,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 2, Artera: Strada Herţa (Strada Săniuţei), Nr: 1 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR. 51
149,44.30867771602782,26.18870148188062,JUDEŢUL ILFOV,BERCENI,"UAT: BERCENI, Localitate: BERCENI, Artera: Bulevardul 1 Mai, Nr: 264 Etaj: Parter  Rampa: Da",Şcoala Gimnaziala nr. 1
542,44.816426299999996,26.48724320000002,JUDEŢUL PRAHOVA,SĂLCIILE,"UAT: SĂLCIILE, Localitate: SĂLCIILE, Artera: Strada Şcolii, Nr: 6 Etaj: Parter  Rampa: Da",ȘCOALA GIMNAZIALĂ COMUNA SĂLCIILE
266,47.59585656,22.29537412,JUDEŢUL SATU MARE,RESIGHEA,"UAT: PIŞCOLT, Localitate: RESIGHEA, Nr: 208 Etaj: Parter  Rampa: Da",CĂMIN CULTURAL RESIGHEA
30,46.17026525705992,21.350488529575834,JUDEŢUL ARAD,ARAD,"UAT: MUNICIPIUL ARAD, Localitate: ARAD, Artera: Strada Nucet, Nr: 3 Etaj: Parter  Rampa: Da",Școala Gimnazială „Caius Iacob” Arad (fosta Şcoală Generală nr. 22)
420,46.37967060129158,26.710602409435985,JUDEŢUL BACĂU,POIANA,"UAT: LIVEZI, Localitate: POIANA Etaj: Parter  Rampa: Da",Şcoala gimnazială Poiana
47,45.26642137086683,27.960468513821784,JUDEŢUL BRĂILA,BRĂILA,"UAT: MUNICIPIUL BRĂILA, Localitate: BRĂILA Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr. 8 „Ion Băncilă”
581,44.42519246270257,26.177565708700502,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 3,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 3, Artera: Bulevardul 1 Decembrie 1918, Nr: 34 Etaj: Etaj 2  Rampa: Da",ŞCOALA GIMNAZIALĂ NR. 22;
281,44.340867666520914,28.03245522560869,JUDEŢUL CONSTANŢA,CERNAVODĂ,"UAT: ORAŞ CERNAVODĂ, Localitate: CERNAVODĂ, Nr: 24-26 Etaj: Parter  Rampa: Da",Liceul Teoretic Anghel Saligny
283,45.139690526952684,26.732884210065183,JUDEŢUL BUZĂU,LIPIA,"UAT: MEREI, Localitate: LIPIA Etaj: Parter  Rampa: Da",Grădinița cu Program Prelungit Lipia
190,47.75831207000001,23.005309019999967,JUDEŢUL SATU MARE,COROD,"UAT: CULCIU, Localitate: COROD, Nr: 105 Etaj: Parter  Rampa: Da",CĂMIN CULTURAL COROD
248,44.823632000000025,24.887563000000036,JUDEŢUL ARGEŞ,GEAMĂNA,"UAT: BRADU, Localitate: GEAMĂNA, Artera: Strada Principală, Nr: 99 Intrarea B Etaj: Parter  Rampa: Da",GRĂDINIȚA SCHOOL GEAMĂNA
543,47.01696007896779,27.40604474975136,JUDEŢUL IAŞI,URŞIŢA,"UAT: MIRONEASA, Localitate: URŞIŢA Etaj: Parter  Rampa: Da",SCOALA GIMNAZIALA URSITA
495,47.69288373759771,26.116158868341394,JUDEŢUL SUCEAVA,COSTÂNA,"UAT: TODIREŞTI, Localitate: COSTÂNA, Nr: 269 Etaj: Parter  Rampa: Da",Scoala gimnazială ”Vasile Bumbac” Costîna
6,44.47501268836743,26.051583713094328,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 1,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 1, Artera: Strada Bucegi, Nr: 97 Etaj: Parter  Rampa: Da",LICEUL GRECO-CATOLIC ”TIMOTEI CIPARIU”
110,44.97248050841448,24.203312481939612,JUDEŢUL VÂLCEA,ROMÂNI,"UAT: ORAŞ BĂBENI, Localitate: ROMÂNI, Artera: Strada Români, Nr: 99 Etaj: Parter  Rampa: Da","fostul sediu al Școlii Gimnaziale, sat Români, oraș Băbeni"
1117,44.41553614595122,26.028039887288774,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6 Etaj: Parter  Rampa: Da",LICEUL TEORETIC ”EUGEN LOVINESCU”
754,44.38960246839519,26.11362682657592,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 4,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada Rezonanţei, Nr: 2 Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr. 96
358,46.63746556778669,24.635021110478398,JUDEŢUL MUREŞ,DUMBRĂVIOARA,"UAT: ERNEI, Localitate: DUMBRĂVIOARA, Nr: 268 Etaj: Parter  Rampa: Da",Căminul Cultural Dumbrăvioara
167,44.463279,25.976465999999963,JUDEŢUL ILFOV,CHIAJNA,"UAT: CHIAJNA, Localitate: CHIAJNA, Artera: Strada Păcii, Nr: 72 Etaj: Parter  Rampa: Da",Şcoala Gimnazială ”Alexandru Odobescu”
198,44.84726400000003,21.73276999999998,JUDEŢUL CARAŞ-SEVERIN,ŞTINĂPARI,"UAT: CĂRBUNARI, Localitate: ŞTINĂPARI, Nr: 59 Etaj: Parter  Rampa: Da",Şcoala Primară clasele I-IV și Grădinița de copii Știnăpari
243,47.25554999999997,22.85322999999997,JUDEŢUL SĂLAJ,BĂDĂCIN,"UAT: PERICEI, Localitate: BĂDĂCIN, Nr: 54 Etaj: Parter  Rampa: Da",CĂMIN CULTURAL
304,47.9612270944518,27.044081046783763,JUDEŢUL BOTOŞANI,ZAHORENI,"UAT: MANOLEASA, Localitate: ZAHORENI Etaj: Parter  Rampa: Da",SCOALA ZAHORENI
108,46.14752235931459,21.328826358083436,JUDEŢUL ARAD,ARAD,"UAT: MUNICIPIUL ARAD, Localitate: ARAD, Artera: Calea Timişorii (Strada Marx Karl), Nr: 67 Etaj: Parter  Rampa: Nu e cazul",Liceul Teoretic ”Adam Muller Guttenbrunn” Arad (Corp P+1E - Sala de religie)
555,47.132524430000004,27.54885932000001,JUDEŢUL IAŞI,VALEA ADÂNCĂ,"UAT: MIROSLAVA, Localitate: VALEA ADÂNCĂ Etaj: Parter  Rampa: Nu e cazul",Grădinița cu program normal-Valea Adâncă (corp B)
91,45.26859223188464,27.952165910266796,JUDEŢUL BRĂILA,BRĂILA,"UAT: MUNICIPIUL BRĂILA, Localitate: BRĂILA Etaj: Etaj 1  Rampa: Da",Școala Gimnazială nr. 32 „Dimitrie Cantemir”
299,44.84185599999997,24.451350999999995,JUDEŢUL ARGEŞ,CIOMĂGEŞTI,"UAT: CIOMĂGEŞTI, Localitate: CIOMĂGEŞTI, Nr: 22A Etaj: Parter  Rampa: Da",Scoala Ciomăgești
289,44.03274690125439,28.647445007830513,JUDEŢUL CONSTANŢA,EFORIE SUD,"UAT: ORAŞ EFORIE, Localitate: EFORIE SUD, Artera: Strada Vasile Alecsandri, Nr: 2 Etaj: Parter  Rampa: Da",GRĂDINIȚA CU PROGRAM PRELUNGIT ”ALBATROS” EFORIE SUD
1,46.93058827173043,26.3683979739994,JUDEŢUL NEAMŢ,PIATRA-NEAMŢ,"UAT: MUNICIPIUL PIATRA-NEAMŢ, Localitate: PIATRA-NEAMŢ, Artera: Piaţa 22 Decembrie (Piaţa 6 Martie), Nr: 1 Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr.3
26,45.02810464544447,23.270960131417798,JUDEŢUL GORJ,TÂRGU JIU,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada 1 Decembrie 1918, Nr: 25 Etaj: Parter  Rampa: Da",COLEGIUL NAȚIONAL ECATERINA TEODOROIU
20,44.48283874456053,26.049641484483068,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 1,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 1, Artera: Strada Pajurei, Nr: 9 Etaj: Parter  Rampa: Da",LICEUL TEORETIC ”C-TIN BRÂNCOVEANU”
214,47.622997947121306,23.05628806429176,JUDEŢUL SATU MARE,HOMORODU DE MIJLOC,"UAT: HOMOROADE, Localitate: HOMORODU DE MIJLOC, Nr: 268 Etaj: Parter  Rampa: Da",SCOALA CLS. I-VIII HOMORODU DE MIJLOC
137,45.35142800000003,24.19185699999999,JUDEŢUL VÂLCEA,VALEA LUI STAN,"UAT: ORAŞ BREZOI, Localitate: VALEA LUI STAN, Artera: Strada Zăvoiaş, Nr: 44 Etaj: Parter  Rampa: Da",Şcoala cu clasele I-VIII Valea lui Stan
172,44.45132000000001,26.012299999999996,JUDEŢUL ILFOV,DUDU,"UAT: CHIAJNA, Localitate: DUDU, Artera: Strada Genţianei, Nr: 2-4 Etaj: Parter  Rampa: Da",Şcoala Gimnazială ”Petru Rareș”
590,46.88191000000003,22.878686000000027,JUDEŢUL CLUJ,BOLOGA,"UAT: POIENI, Localitate: BOLOGA, Nr: 105 A Etaj: Parter  Rampa: Nu e cazul",Cămin Cultural BOLOGA
667,44.42595945036905,26.09565692522338,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 4,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Strada George Georgescu, Nr: 2 Etaj: Parter  Rampa: Da",Colegiul Național ”MIHAI EMINESCU”
175,44.029096930000016,23.341121900000037,JUDEŢUL DOLJ,BĂILEŞTI,"UAT: MUNICIPIUL BĂILEŞTI, Localitate: BĂILEŞTI, Artera: Strada Panduri, Nr: 65 Etaj: Parter  Rampa: Da",Școala Gimnazială Nr. 1 Băilești
1126,44.4131319138901,26.023445972994377,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Prelungirea Ghencea, Nr: 24 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR.279
232,46.79386390999997,27.886672979999993,JUDEŢUL VASLUI,BOŢEŞTI,"UAT: BOŢEŞTI, Localitate: BOŢEŞTI, Artera: Strada Căminului, Nr: 1 Etaj: Parter  Rampa: Da",Căminul Cultural Boțești
205,44.919859104600235,21.62743287259804,JUDEŢUL CARAŞ-SEVERIN,PETRILOVA,"UAT: CIUCHICI, Localitate: PETRILOVA, Nr: 76 Etaj: Parter  Rampa: Da",Clădire Administrativă Petrilova
131,47.161943327083094,27.60952810418105,JUDEŢUL IAŞI,IAŞI,"UAT: MUNICIPIUL IAŞI, Localitate: IAŞI, Artera: Strada Ion Creangă, Nr: 27 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”BOGDAN PETRICEICU HAŞDEU”
553,47.87186570010341,26.181152009690162,JUDEŢUL SUCEAVA,CIOMÂRTAN,"UAT: ZAMOSTEA, Localitate: CIOMÂRTAN Etaj: Parter  Rampa: Da",Școala Primară Ciomîrtan
547,47.14539584381022,27.527656127090033,JUDEŢUL IAŞI,BALCIU,"UAT: MIROSLAVA, Localitate: BALCIU Etaj: Parter  Rampa: Da",Sala de Sport -Miroslava
55,46.20335700000002,21.284125999999958,JUDEŢUL ARAD,ARAD,"UAT: MUNICIPIUL ARAD, Localitate: ARAD, Artera: Strada Grădinarilor, Nr: 7/9, 15, 25 Etaj: Parter  Rampa: Da",Școala Gimnazială ”Aurel Vlaicu” Arad (Școala Gimnazială „Frații Neumann” Arad - fosta Școala Generală Nr. 10)
84,45.27205156233813,27.960964321874865,JUDEŢUL BRĂILA,BRĂILA,"UAT: MUNICIPIUL BRĂILA, Localitate: BRĂILA, Artera: Strada Griviţei Etaj: Parter  Rampa: Da",Colegiul Economic „Ion Ghica”
60,46.91846177447588,26.38876570388671,JUDEŢUL NEAMŢ,PIATRA-NEAMŢ,"UAT: MUNICIPIUL PIATRA-NEAMŢ, Localitate: PIATRA-NEAMŢ, Artera: Bulevardul G-ral Nicolae Dăscălescu, Nr: 4 Etaj: Parter  Rampa: Da",Liceul Teologic Ortodox „Sfinții Împărați Constantin și Elena” - corp A (Corp de Grădiniță)
330,44.32234884069609,28.616023510345354,JUDEŢUL CONSTANŢA,NĂVODARI,"UAT: ORAŞ NĂVODARI, Localitate: NĂVODARI, Artera: Strada Cabanei, Nr: 2 Etaj: Parter  Rampa: Da",CREȘA NR. 20 NĂVODARI
531,44.408255333842504,26.174841038493707,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 3,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 3, Artera: Strada Prevederii, Nr: 19 Etaj: Parter  Rampa: Nu e cazul",ŞCOALA GIMNAZIALĂ Nr.20;
33,45.038313101615024,23.2860505112608,JUDEŢUL GORJ,TÂRGU JIU,"UAT: MUNICIPIUL TÂRGU JIU, Localitate: TÂRGU JIU, Artera: Strada Tudor Vladimirescu, Nr: 127 Etaj: Parter  Rampa: Da",COLEGIUL ECONOMIC VIRGIL MADGEARU
156,45.08765055889729,24.298379474472416,JUDEŢUL VÂLCEA,GURA SUHAŞULUI,"UAT: ORAŞ OCNELE MARI, Localitate: GURA SUHAŞULUI, Nr: 56 Etaj: Parter  Rampa: Da",Școala gimnazială Costea Marinoiu Ocnele Mari
232,47.75936344113073,23.120263121572926,JUDEŢUL SATU MARE,POTĂU,"UAT: MEDIEŞU AURIT, Localitate: POTĂU, Artera: Strada Principală, Nr: 183 Etaj: Parter  Rampa: Da",SCOALA GENERALA
148,45.87767408864881,25.88711404151112,JUDEŢUL COVASNA,ANGHELUŞ,"UAT: GHIDFALĂU, Localitate: ANGHELUŞ, Nr: 137/A Etaj: Parter  Rampa: Da",ȘCOALA PRIMARĂ ”FORRÓ ELEK”
341,45.12369157000001,26.954536950000023,JUDEŢUL BUZĂU,DÂMBROCA,"UAT: SĂGEATA, Localitate: DÂMBROCA Etaj: Parter  Rampa: Da",Şcoala Gimnazială sat Dâmbroca
180,47.14335156493782,27.60188108483211,JUDEŢUL IAŞI,IAŞI,"UAT: MUNICIPIUL IAŞI, Localitate: IAŞI, Artera: Bulevardul Socola, Nr: 61 A Etaj: Parter  Rampa: Da",LICEUL TEHNOLOGIC ”PETRU PONI”
772,44.3816025777465,26.120059295812865,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 4,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 4, Artera: Aleea Ciceu, Nr: 12 Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr. 189
1118,44.41553614595122,26.028039887288774,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Strada Valea lui Mihai, Nr: 6 Etaj: Parter  Rampa: Da",LICEUL TEORETIC ”EUGEN LOVINESCU”
924,44.407111400921934,26.093336509184923,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 5,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 5, Artera: Şoseaua Viilor, Nr: 99 Etaj: Parter  Rampa: Da",GRĂDINIȚA NR.168
255,47.14467000000001,23.20719499999996,JUDEŢUL SĂLAJ,ROMITA,"UAT: ROMÂNAŞI, Localitate: ROMITA, Nr: 132 Etaj: Parter  Rampa: Da",CĂMIN CULTURAL ROMITA
395,46.25003603583693,27.266227278533364,JUDEŢUL BACĂU,CĂPOTEŞTI,"UAT: HURUIEŞTI, Localitate: CĂPOTEŞTI Etaj: Parter  Rampa: Da",Fostul local al şcolii Capoteşti
587,44.42753701103092,26.16999446224587,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 3,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 3, Artera: Aleea Barajul Dunării, Nr: 5 Etaj: Etaj 1  Rampa: Da",LICEUL TEORETIC ”AL. I. CUZA”;
312,45.2529072006358,24.82242796305502,JUDEŢUL ARGEŞ,CORBŞORI,"UAT: CORBI, Localitate: CORBŞORI Etaj: Parter  Rampa: Da",Cămin Cultural Corbşori
132,46.091792999999996,21.69308899999996,JUDEŢUL ARAD,LIPOVA,"UAT: ORAŞ LIPOVA, Localitate: LIPOVA, Artera: Strada Iancu Jianu, Nr: 25B Etaj: Parter  Rampa: Da",Liceul Atanasie Marienescu
544,47.13236796999998,27.549009160000008,JUDEŢUL IAŞI,MIROSLAVA,"UAT: MIROSLAVA, Localitate: MIROSLAVA, Artera: Strada Constantin Langa, Nr: 50 Etaj: Parter  Rampa: Da",Grădinița cu program normal Miroslava (corp A)
78,45.27933107877278,27.958575691652925,JUDEŢUL BRĂILA,BRĂILA,"UAT: MUNICIPIUL BRĂILA, Localitate: BRĂILA Etaj: Parter  Rampa: Da",Şcoala Gimnazială nr. 6 „Constantin Sandu Aldea”
403,46.58552173546651,27.21948274922481,JUDEŢUL BACĂU,IZVORU BERHECIULUI,"UAT: IZVORU BERHECIULUI, Localitate: IZVORU BERHECIULUI Etaj: Parter  Rampa: Da",Şcoala Constantin Moscu Izv.Berheciului
