station_number,latitude,longitude,county,locality,address,institution
304,45.69657477,23.01633006999999,JUDEŢUL HUNEDOARA,BĂŢĂLAR,"UAT: BRETEA ROMÂNĂ, Localitate: BĂŢĂLAR, Nr: 85 Etaj: Parter  Rampa: Da",Căminul Cultural Bățălar
517,44.00918408405844,23.54150455257338,JUDEŢUL DOLJ,URZICUŢA,"UAT: URZICUŢA, Localitate: URZICUŢA, Nr: 25 Etaj: Parter  Rampa: Da",Scoala cu cls. I-VIII Barbu Ionescu Urzicuta
207,44.183772187953636,28.63484789217712,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Bulevardul Alexandru Lăpuşneanu, Nr: 13 Etaj: Etaj 1  Rampa: Nu",UNIVERSITATEA ”ANDREI ŞAGUNA”
182,46.71912424645698,26.702971565152144,JUDEŢUL BACĂU,BUHUŞI,"UAT: ORAŞ BUHUŞI, Localitate: BUHUŞI, Artera: Strada Nicolae Bălcescu, Nr: 1 Etaj: Parter  Rampa: Da",Casa de Cultură ”Elisabeta Bostan”
345,46.95391560079474,22.169076711668882,JUDEŢUL BIHOR,POIANA TĂŞAD,"UAT: COPĂCEL, Localitate: POIANA TĂŞAD, Nr: 78 Etaj: Parter  Rampa: Da",ȘCOALA PRIMARĂ NR.4
88,45.75377310352114,27.077513009807394,JUDEŢUL VRANCEA,ODOBEŞTI,"UAT: ORAŞ ODOBEŞTI, Localitate: ODOBEŞTI, Artera: Strada Libertăţii (Strada Mareşal Ion Antonescu), Nr: 161 A Etaj: Parter  Rampa: Nu",GRĂDINIȚA CU PROGRAM NORMAL NR.3 (STRUCTURA CARAGEA)
275,45.05520544540072,23.667671442126277,JUDEŢUL GORJ,DOBRANA,"UAT: PRIGORIA, Localitate: DOBRANA, Artera: Strada Principală, Nr: 38 Etaj: Parter  Rampa: Da",ȘCOALA CU CLASELE I-IV DOBRANA
91,45.27244309697389,25.043654872417488,JUDEŢUL ARGEŞ,CÂMPULUNG,"UAT: MUNICIPIUL CÂMPULUNG, Localitate: CÂMPULUNG Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”OPREA IORGULESCU” - II
50,44.546944399999994,27.884166600000032,JUDEŢUL IALOMIŢA,FETEŞTI,"UAT: MUNICIPIUL FETEŞTI, Localitate: FETEŞTI, Artera: Strada Bănăţenilor, Nr: 14 Etaj: Parter  Rampa: Da",Liceul Tehnologic de Industrie Alimentară - Corp C1
222,47.2229,24.70909900000004,JUDEŢUL BISTRIŢA-NĂSĂUD,SUSENII BÂRGĂULUI,"UAT: PRUNDU BÂRGĂULUI, Localitate: SUSENII BÂRGĂULUI, Artera: Strada Bistriței, Nr: 92 Etaj: Parter  Rampa: Da",ŞCOALA PRIMARĂ SUSENII BÎRGĂULUI
333,45.0187973009419,24.899684009940565,JUDEŢUL ARGEŞ,DÂRMĂNEŞTI,"UAT: DÂRMĂNEŞTI, Localitate: DÂRMĂNEŞTI Etaj: Parter  Rampa: Nu e cazul",Şcoala Dîrmăneşti
25,45.6598848808117,25.598719293388896,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Aurel Vlaicu, Nr: Nr. 26 bis Etaj: Etaj 1  Rampa: Nu",ŞCOALA GIMNAZIALĂ Nr. 15
90,46.92691921178834,26.961852712511302,JUDEŢUL NEAMŢ,ROMAN,"UAT: MUNICIPIUL ROMAN, Localitate: ROMAN, Artera: Strada Dragoş Bogdan, Nr: 183 Etaj: Parter  Rampa: Da",Şcoala gimnazială ”Carol I”
1273,44.4616263234019,26.045462025911394,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Calea Giuleşti, Nr: 54 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR.163
91,45.64601370842891,25.633348292071155,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Venus, Nr: Nr. 1 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 3 ”GHEORGHE LAZĂR”
63,44.14712571544433,28.619011483050222,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Aleea Narciselor, Nr: 2 Etaj: Parter  Rampa: Nu",ŞCOALA GIMNAZIALA NR. 33 ”ANGHEL SALIGNY”
195,43.99042924769954,22.932958560157704,JUDEŢUL DOLJ,CALAFAT,"UAT: MUNICIPIUL CALAFAT, Localitate: CALAFAT, Artera: Strada Tudor Vladimirescu, Nr: 47 Etaj: Parter  Rampa: Da",Şcoala Generală Constantin Gerotă (nr. 2)-local nou
307,45.63379239999998,23.033929779999998,JUDEŢUL HUNEDOARA,GÂNŢAGA,"UAT: BRETEA ROMÂNĂ, Localitate: GÂNŢAGA, Nr: 14 Etaj: Parter  Rampa: Da",Căminul Cultural Gânțaga
348,46.42177225255222,22.533269672048917,JUDEŢUL BIHOR,CRIŞTIORU DE JOS,"UAT: CRIŞTIORU DE JOS, Localitate: CRIŞTIORU DE JOS, Nr: 98 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL
208,44.22158600000001,28.598120999999963,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Dumbrăveni, Nr: 70 Etaj: Parter  Rampa: Nu",PRO GRUP EXCLUSIV AUTO ENB-Showroom SEAT
21,46.07398518799744,23.56103122292113,JUDEŢUL ALBA,ALBA IULIA,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Ştefan cel Mare (Strada Mesteacănului), Nr: 11 Etaj: Parter  Rampa: Da",Grădiniţa cu program prelungit step by step nr. 12
511,46.0028765194652,22.824515132919807,JUDEŢUL HUNEDOARA,SĂLIŞTIOARA,"UAT: VĂLIŞOARA, Localitate: SĂLIŞTIOARA, Nr: 49 Etaj: Parter  Rampa: Da",Căminul Cultural Săliştioara
353,45.71635260036782,25.683941609197163,JUDEŢUL BRAŞOV,HĂRMAN,"UAT: HĂRMAN, Localitate: HĂRMAN, Nr: 78 Etaj: Parter  Rampa: Da",Scoala Gimnaziala Harman
480,46.4921787474077,24.711227150764312,JUDEŢUL MUREŞ,BOLINTINENI,"UAT: PĂSĂRENI, Localitate: BOLINTINENI, Nr: 70 Etaj: Parter  Rampa: Da","Cămin Cultural Bolintineni, Sat Bolintineni"
337,46.71543876276485,21.680117823049095,JUDEŢUL BIHOR,GHIORAC,"UAT: CIUMEGHIU, Localitate: GHIORAC, Nr: 493 Etaj: Parter  Rampa: Da",ȘCOALA GENERALĂ GHIORAC
57,44.42663700000002,27.828919000000038,JUDEŢUL IALOMIŢA,FETEŞTI,"UAT: MUNICIPIUL FETEŞTI, Localitate: FETEŞTI, Artera: Strada Şcolii, Nr: 19A Etaj: Parter  Rampa: Da",Liceul Tehnologic ”Anghel Saligny” (fosta Școală nr. 5)
92,46.92310101459511,26.941067411720564,JUDEŢUL NEAMŢ,ROMAN,"UAT: MUNICIPIUL ROMAN, Localitate: ROMAN, Artera: Strada Dragoş Bogdan, Nr: 91 Etaj: Parter  Rampa: Da",Şcoala de artă ”Sergiu Celibidache” - Corp A
169,46.253684224827694,26.777136797504237,JUDEŢUL BACĂU,ONEŞTI,"UAT: MUNICIPIUL ONEŞTI, Localitate: ONEŞTI, Artera: Strada Dr. Victor Babeş, Nr: 12 Etaj: Parter  Rampa: Da",Colegiu Naţional ”Dimitrie Cantemir”
29,45.65398970586987,25.586658665097904,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada de Mijloc, Nr: Nr. 41 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 12
1275,44.453939241399,26.040065271077907,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Calea Crângaşi (Calea Crîngaşi), Nr: 140 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR.167
225,47.2865365855133,24.44597677825916,JUDEŢUL BISTRIŢA-NĂSĂUD,REBRIŞOARA,"UAT: REBRIŞOARA, Localitate: REBRIŞOARA, Nr: 495 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA
68,44.154891054922736,28.61401159402779,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ioan Ursu, Nr: 51A Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”
94,45.64601370842891,25.633348292071155,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Venus, Nr: Nr. 1 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 3 ”GHEORGHE LAZĂR”
196,43.99090240000003,22.933633600000007,JUDEŢUL DOLJ,CALAFAT,"UAT: MUNICIPIUL CALAFAT, Localitate: CALAFAT, Artera: Strada Tudor Vladimirescu, Nr: 47 Etaj: Parter  Rampa: Da",Şcoala Generală Constantin Gerotă(nr. 2)-local nou
94,44.456874133904314,22.912252689302793,JUDEŢUL MEHEDINŢI,OREVIŢA MARE,"UAT: ORAŞ VÂNJU MARE, Localitate: OREVIŢA MARE Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL Oreviţa Mare
524,44.209254069981796,23.345477677634435,JUDEŢUL DOLJ,VÂRTOP,"UAT: VÂRTOP, Localitate: VÂRTOP Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ VÎRTOP
211,44.244649259999996,28.620485900000034,JUDEŢUL CONSTANŢA,MAMAIA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: MAMAIA, Bl: VILA 26 Etaj: Parter  Rampa: Da",SC MAMAIA SA
227,47.33605948224712,24.45937015878377,JUDEŢUL BISTRIŢA-NĂSĂUD,GERSA I,"UAT: REBRIŞOARA, Localitate: GERSA I, Nr: 142 A Etaj: Parter  Rampa: Nu e cazul",ŞCOALA GIMNAZIALĂ NR.1 GERSA I
30,46.08089685317251,23.56640343488274,JUDEŢUL ALBA,ALBA IULIA,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul Republicii (Bulevardul Victoriei), Nr: 3 Etaj: Parter  Rampa: Da",Bazin Olimpic
95,45.28817998999999,25.048067180000015,JUDEŢUL ARGEŞ,CÂMPULUNG,"UAT: MUNICIPIUL CÂMPULUNG, Localitate: CÂMPULUNG, Artera: Strada Carpaţi, Nr: 91, Bl: D22 Etaj: Parter  Rampa: Da",Grădinița cu Program Normal nr. 9 - III
269,47.947539940009584,27.02602150226318,JUDEŢUL BOTOŞANI,BOROLEA,"UAT: HĂNEŞTI, Localitate: BOROLEA Etaj: Parter  Rampa: Da",SCOALA CU CL I-IV BOROLEA
177,45.68277800000003,25.614529000000008,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada 13 Decembrie, Nr: 131 Etaj: Parter  Rampa: Da",ŞCOALA PROFESIONALĂ GERMANĂ „KRONSTADT”
74,44.15916340066791,28.61374530822475,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Aleea Pelicanului, Nr: 8 Etaj: Parter  Rampa: Nu",LICEUL TEHNOLOGIC ”DIMITRIE LEONIDA”
55,46.536472538712125,24.572953539464876,JUDEŢUL MUREŞ,TÂRGU MUREŞ,"UAT: MUNICIPIUL TÂRGU MUREŞ, Localitate: TÂRGU MUREŞ, Artera: Strada Tudor Vladimirescu, Nr: 122 Etaj: Parter  Rampa: Da",Şcoala Gimnazială ”Dacia”/B
365,43.8712563691696,24.415126232900686,JUDEŢUL OLT,VIŞINA NOUĂ,"UAT: VIŞINA NOUĂ, Localitate: VIŞINA NOUĂ, Artera: Strada Intrarea Europei, Nr: 40 Etaj: Parter  Rampa: Nu e cazul",Biblioteca Comunală
339,46.70878540741791,22.053539921046166,JUDEŢUL BIHOR,CĂRĂSĂU,"UAT: COCIUBA MARE, Localitate: CĂRĂSĂU, Nr: 154 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL
435,45.99383242862542,23.483268617843503,JUDEŢUL ALBA,VINŢU DE JOS,"UAT: VINŢU DE JOS, Localitate: VINŢU DE JOS, Artera: Strada Mihai Eminescu, Nr: 12 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ ”IULIU MANIU” VINŢU DE JOS
173,46.25639857465181,26.774504240546676,JUDEŢUL BACĂU,ONEŞTI,"UAT: MUNICIPIUL ONEŞTI, Localitate: ONEŞTI, Artera: Strada Armoniei, Nr: 4 Etaj: Parter  Rampa: Da",Școala gimnazială ”George Călinescu” (fostă nr.8)
37,45.65406684809369,25.60917234156319,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Bihorului, Nr: Nr. 3 Etaj: Parter  Rampa: Da",COLEGIUL NAŢIONAL ”DR. I. MEŞOTĂ”
99,45.63810326784229,25.639448525688568,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Aleea Minerva, Nr: Nr. 11 Etaj: Etaj 1  Rampa: Nu",LICEUL TEHNOLOGIC SILVIC ”DOCTOR NICOLAE RUCĂREANU”
1277,44.453939241399,26.040065271077907,MUNICIPIUL BUCUREŞTI,BUCUREŞTI SECTORUL 6,"UAT: MUNICIPIUL BUCUREŞTI, Localitate: BUCUREŞTI SECTORUL 6, Artera: Calea Crângaşi (Calea Crîngaşi), Nr: 140 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ NR.167
158,45.4482033020919,28.02419394365836,JUDEŢUL GALAŢI,GALAŢI,"UAT: MUNICIPIUL GALAŢI, Localitate: GALAŢI, Artera: Strada 1 Decembrie 1918, Nr: 25 Etaj: Parter  Rampa: Da",Liceul Tehnologic ”Aurel Vlaicu” (Colegiul Tehnic ”Aurel Vlaicu” - Grup Școlar Metalurgic - Liceul industrial nr. 3 )
213,43.81129663192971,28.5831218803263,JUDEŢUL CONSTANŢA,MANGALIA,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 5 Etaj: Parter  Rampa: Da",Casa Municipală de Cultură
312,45.669174370000036,23.054475590000038,JUDEŢUL HUNEDOARA,VÂLCELE,"UAT: BRETEA ROMÂNĂ, Localitate: VÂLCELE, Nr: 23 Etaj: Parter  Rampa: Da",Căminul Cultural Vâlcele
525,44.24591922381148,23.611794204854764,JUDEŢUL DOLJ,VÂRVORU DE JOS,"UAT: VÂRVORU DE JOS, Localitate: VÂRVORU DE JOS Etaj: Parter  Rampa: Da",ŞCOALA CU CLASELE I-VIII VÎRVORU DE JOS
38,44.508731020526,25.983153951641807,JUDEŢUL ILFOV,CHITILA,"UAT: ORAŞ CHITILA, Localitate: CHITILA, Artera: Strada Ion Olteanu, Nr: 2 Etaj: Parter  Rampa: Da",Şcoala Primară ”Ion Olteanu” - Chitila
357,45.753005600000016,25.012451889999973,JUDEŢUL BRAŞOV,HÂRSENI,"UAT: HÂRSENI, Localitate: HÂRSENI, Nr: 105 Etaj: Parter  Rampa: Nu e cazul",Căminul Cultural Hârseni
334,44.98690846787602,24.91371726223868,JUDEŢUL ARGEŞ,NEGRENI,"UAT: DÂRMĂNEŞTI, Localitate: NEGRENI Etaj: Parter  Rampa: Nu e cazul",Caminul Cultural Negreni
169,44.19275735690292,28.63249321198471,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Bulevardul Alexandru Lăpuşneanu, Nr: 101 Etaj: Parter  Rampa: Nu",SCOALA GIMNAZIALA ”SPECTRUM” (ŞCOALA NR.27)
84,44.164806625917535,28.60230597993709,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ion Ionescu de la Brad, Nr: 6 Etaj: Parter  Rampa: Nu",GRĂDINIȚA CU PROGRAM NORMAL NR.34
41,44.39444979944458,27.848556940105325,JUDEŢUL IALOMIŢA,FETEŞTI,"UAT: MUNICIPIUL FETEŞTI, Localitate: FETEŞTI, Artera: Strada Mihail Sadoveanu, Nr: 25 Etaj: Parter  Rampa: Da",Școala Gimnazială ”Radu Vodă” - Grădiniţa Şcolii Gimnaziale nr.4
347,46.97414889533423,22.20022653256089,JUDEŢUL BIHOR,SURDUC,"UAT: COPĂCEL, Localitate: SURDUC, Nr: 79 Etaj: Parter  Rampa: Da",CĂMIN CULTURAL
174,46.2552406631738,26.773810962132895,JUDEŢUL BACĂU,ONEŞTI,"UAT: MUNICIPIUL ONEŞTI, Localitate: ONEŞTI, Artera: Bulevardul Republicii, Nr: 45 Etaj: Parter  Rampa: Da",Colegiul Tehnic ”Gheorghe Asachi”
3,46.765529158974296,23.577269568848862,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Moţilor, Nr: 78-80 Etaj: Parter  Rampa: Da","Colegiul Tehnic de Telecomunicatii ”Augustin Maior”,"
48,45.655125277273704,25.624451734128495,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Mărgăritarelor, Nr: Nr. 2 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 27 ”ANATOL GHERMANSCHI”
228,47.372304727266226,24.465405662496657,JUDEŢUL BISTRIŢA-NĂSĂUD,GERSA II,"UAT: REBRIŞOARA, Localitate: GERSA II, Nr: 21 Etaj: Parter  Rampa: Da",ŞCOALA PRIMARĂ ”VALEA BABII”
124,45.63768284267278,25.627398512789288,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Barbu Lăutaru, Nr: Nr. 10 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 1
69,44.154891054922736,28.61401159402779,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ioan Ursu, Nr: 51A Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”
527,46.20079646650684,27.38415464782379,JUDEŢUL BACĂU,PODU TURCULUI,"UAT: PODU TURCULUI, Localitate: PODU TURCULUI, Artera: Strada Tudor Vladimirescu Etaj: Parter  Rampa: Da",Căminul Cultural Podu Turcului
159,47.346958000000015,22.33843200000002,JUDEŢUL BIHOR,MARGHITA,"UAT: MUNICIPIUL MARGHITA, Localitate: MARGHITA, Artera: Piaţa Independenţei, Nr: 20 Etaj: Parter  Rampa: Da",CASA DE CULTURĂ MARGHITA
242,45.48724567116794,21.84731040601341,JUDEŢUL CARAŞ-SEVERIN,FÂRLIUG,"UAT: FÂRLIUG, Localitate: FÂRLIUG, Nr: 100 Etaj: Parter  Rampa: Da",Şcoala Gimnazială Fârliug
226,43.818914,28.573116000000024,JUDEŢUL CONSTANŢA,MANGALIA,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 42, Bl: Corp B Etaj: Parter  Rampa: Nu",Şcoala Gimnazială nr. 1
146,45.515598887749725,22.353615190542712,JUDEŢUL CARAŞ-SEVERIN,OŢELU ROŞU,"UAT: ORAŞ OŢELU ROŞU, Localitate: OŢELU ROŞU, Artera: Strada 22 Decembrie 1989 (Strada 30 Decembrie), Nr: 1 Etaj: Parter  Rampa: Da",Casa de Cultură
96,46.9239798576921,26.939036545442082,JUDEŢUL NEAMŢ,ROMAN,"UAT: MUNICIPIUL ROMAN, Localitate: ROMAN, Artera: Strada Smirodava, Nr: 28 Etaj: Parter  Rampa: Da",Creşa Smirodava
305,47.03549240123958,23.783184910687496,JUDEŢUL CLUJ,GHIROLT,"UAT: ALUNIŞ, Localitate: GHIROLT Etaj: Parter  Rampa: Da",SEDIU ADMINISTRATIV GHIROLT
359,45.73339999999999,25.044299999999986,JUDEŢUL BRAŞOV,MĂRGINENI,"UAT: HÂRSENI, Localitate: MĂRGINENI, Nr: 225 Etaj: Parter  Rampa: Nu e cazul",CĂMINUL CULTURAL MĂRGINENI
340,45.200270760000016,21.63164275000002,JUDEŢUL CARAŞ-SEVERIN,CÂRNECEA,"UAT: TICVANIU MARE, Localitate: CÂRNECEA Etaj: Parter  Rampa: Da",Căminul Cultural Cârnecea
125,44.727157990400094,21.6184962512011,JUDEŢUL CARAŞ-SEVERIN,MOLDOVA NOUĂ,"UAT: ORAŞ MOLDOVA NOUĂ, Localitate: MOLDOVA NOUĂ, Artera: Aleea George Coşbuc, Nr: FN Etaj: Parter  Rampa: Da",Liceul Tehnologic ”Clisura Dunării” (ciclul liceal)
335,44.981441047516725,24.913801617637123,JUDEŢUL ARGEŞ,PISCANI,"UAT: DÂRMĂNEŞTI, Localitate: PISCANI Etaj: Parter  Rampa: Da",Şcoala Piscani
525,46.73318339000003,24.22810553000004,JUDEŢUL MUREŞ,TUŞINU,"UAT: SÂNPETRU DE CÂMPIE, Localitate: TUŞINU, Nr: 30 Etaj: Parter  Rampa: Da",Căminul Cultural Tuşinu
349,46.412510500822826,22.57158321148039,JUDEŢUL BIHOR,CRIŞTIORU DE SUS,"UAT: CRIŞTIORU DE JOS, Localitate: CRIŞTIORU DE SUS, Nr: 50 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL
177,44.87872519784493,24.899513485445127,JUDEŢUL ARGEŞ,VALEA MARE-PODGORIA,"UAT: ORAŞ ŞTEFĂNEŞTI, Localitate: VALEA MARE-PODGORIA Etaj: Parter  Rampa: Da",Şcoala Generală ”Constantin Brâncoveanu” Valea Mare
127,45.63768284267278,25.627398512789288,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Barbu Lăutaru, Nr: Nr. 10 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 1
175,46.2552406631738,26.773810962132895,JUDEŢUL BACĂU,ONEŞTI,"UAT: MUNICIPIUL ONEŞTI, Localitate: ONEŞTI, Artera: Bulevardul Republicii, Nr: 45 Etaj: Parter  Rampa: Da",Colegiul Tehnic ”Gheorghe Asachi”
4,46.765529158974296,23.577269568848862,JUDEŢUL CLUJ,CLUJ-NAPOCA,"UAT: MUNICIPIUL CLUJ-NAPOCA, Localitate: CLUJ-NAPOCA, Artera: Strada Moţilor, Nr: 78-80 Etaj: Parter  Rampa: Da","Colegiul Tehnic de Telecomunicatii ”Augustin Maior”,"
57,45.654786836012036,25.630686607240598,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada Busuiocului, Nr: Nr. 1 Etaj: Etaj 1  Rampa: Nu",ŞCOALA GIMNAZIALĂ Nr. 11 „ST.O.IOSIF”
231,47.4224352989162,24.815719768518033,JUDEŢUL BISTRIŢA-NĂSĂUD,RODNA,"UAT: RODNA, Localitate: RODNA, Nr: 756 Etaj: Parter  Rampa: Da",PRIMĂRIA COMUNEI RODNA
308,46.221823999999984,21.385992999999974,JUDEŢUL ARAD,LIVADA,"UAT: LIVADA, Localitate: LIVADA, Nr: 123 Etaj: Parter  Rampa: Da",Caminul Cultural Livada
306,44.9716147213927,26.432240485758623,JUDEŢUL PRAHOVA,CONDURATU,"UAT: BABA ANA, Localitate: CONDURATU, Nr: 220 Etaj: Parter  Rampa: Da",Scoala Gimnazială Conduratu
184,46.716111127815005,26.70435871486779,JUDEŢUL BACĂU,BUHUŞI,"UAT: ORAŞ BUHUŞI, Localitate: BUHUŞI, Artera: Bulevardul Republicii, Nr: 18 Etaj: Parter  Rampa: Da",Biblioteca orăşenească ”George Bacovia”
97,46.92854023657552,26.938470440624666,JUDEŢUL NEAMŢ,ROMAN,"UAT: MUNICIPIUL ROMAN, Localitate: ROMAN, Artera: Strada Ion Creangă, Nr: 13 Etaj: Parter  Rampa: Da",Grădiniţa de copii nr. 1 cu program prelungit
24,44.17803625911029,28.63319663147973,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ion Corvin, Nr: 2 Etaj: Parter  Rampa: Da",LICEUL CU PROGRAM SPORTIV ”NICOLAE ROTARU ” (ŞCOALA NR.34)
360,45.72845309000002,25.029640150000038,JUDEŢUL BRAŞOV,SEBEŞ,"UAT: HÂRSENI, Localitate: SEBEŞ, Nr: 198 Etaj: Parter  Rampa: Da",Căminul Cultural Sebeș
528,44.280011740624026,23.412794412076888,JUDEŢUL DOLJ,VELA,"UAT: VELA, Localitate: VELA Etaj: Parter  Rampa: Da",ŞCOALA CU CLASELE I-VIII VELA
321,46.0964045712229,22.970494740661433,JUDEŢUL HUNEDOARA,CURECHIU,"UAT: BUCUREŞCI, Localitate: CURECHIU, Nr: 92 Etaj: Parter  Rampa: Da",Căminul Cultural Curechiu
134,45.84417627157542,23.35850876131666,JUDEŢUL ALBA,CUGIR,"UAT: ORAŞ CUGIR, Localitate: CUGIR, Artera: Strada Doinei, Nr: 3 Etaj: Parter  Rampa: Da",Şcoala Gimnazială Nr. 3 - Cugir
28,45.65398970586987,25.586658665097904,JUDEŢUL BRAŞOV,BRAŞOV,"UAT: MUNICIPIUL BRAŞOV, Localitate: BRAŞOV, Artera: Strada de Mijloc, Nr: Nr. 41 Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALĂ Nr. 12
236,47.342788401278995,24.324543367059825,JUDEŢUL BISTRIŢA-NĂSĂUD,RUNCU SALVEI,"UAT: RUNCU SALVEI, Localitate: RUNCU SALVEI, Nr: 1 Etaj: Etaj 1  Rampa: Da",PRIMĂRIA COMUNEI RUNCU SALVEI
603,46.511229430144176,26.995613240638214,JUDEŢUL BACĂU,FURNICARI,"UAT: TAMAŞI, Localitate: FURNICARI Etaj: Parter  Rampa: Da",Şcoala cu clasele I-IV satul Furnicari
350,46.44850672815762,22.581018282486514,JUDEŢUL BIHOR,POIANA,"UAT: CRIŞTIORU DE JOS, Localitate: POIANA, Nr: 106 Etaj: Parter  Rampa: Da",CĂMINUL CULTURAL
336,45.01800912020544,24.879917786754312,JUDEŢUL ARGEŞ,VALEA NANDRII,"UAT: DÂRMĂNEŞTI, Localitate: VALEA NANDRII Etaj: Parter  Rampa: Nu",Şcoala Valea Nandrii
70,44.154891054922736,28.61401159402779,JUDEŢUL CONSTANŢA,CONSTANŢA,"UAT: MUNICIPIUL CONSTANŢA, Localitate: CONSTANŢA, Artera: Strada Ioan Ursu, Nr: 51A Etaj: Parter  Rampa: Da",ŞCOALA GIMNAZIALA NR. 18 ”JEAN BART”
